step,p_poly,p_bs,p_blend,outcome,w_poly,w_bs,brier_blend,brier_poly,brier_bs
179,0.04459451478279153,0.00483171715769518,0.01981661959392416,0,0.3768573473505103,0.6231426526494896,0.005816764651978066,0.007048047020176109,0.005518837920859835
180,0.03970625756685379,0.004469620419459234,0.017715081563162025,1,0.3759002622269866,0.6240997377730133,0.011115476786433796,0.012103936659601975,0.010963931284102463
181,0.03890446835595336,0.0015454425214175825,0.017548368632773693,0,0.42835501606047066,0.5716449839395293,0.01105609474497906,0.012045747763989102,0.010903703026456775
182,0.052560991097347035,0.00534906570707655,0.025528456549823365,0,0.4274214761617288,0.5725785238382712,0.010999240140327897,0.011995020496345094,0.010844276302290009
183,0.04137758874559308,0.0015472594360674125,0.018524211686686082,0,0.42623178228552905,0.573768217714471,0.010941326587492492,0.011939135085225823,0.010785353028971925
184,0.043182676221944494,0.0083363218151879,0.023154263488711455,0,0.42523649678114983,0.5747635032188501,0.01088508222711526,0.011884678914633734,0.010727429468066166
185,0.045266658686333755,0.008187951817364463,0.02392276226549876,0,0.42436243808983976,0.5756375619101602,0.0108296371536061,0.011831799298902506,0.010670115559931205
186,0.05911809984302402,0.00825425379588926,0.029791632167475456,0,0.4234319668164266,0.5765680331835734,0.010776470865871319,0.011787217215641261,0.010613420464454177
187,0.053166131695597654,0.003577848588174413,0.024511399764377908,0,0.42214712557914297,0.5778528744208571,0.010722345003384818,0.011739554557895687,0.010557034190709845
188,0.04959120321273591,0.006543561689954264,0.02466241641626421,0,0.4209023789775126,0.5790976210224874,0.01066883119269754,0.011690452615452256,0.010501403418270059
189,0.0382371432797611,0.004603791484341927,0.018723846923618406,0,0.4198230234430462,0.5801769765569538,0.01061452462033397,0.011636619070771964,0.01044624442604775
190,0.028416375359922412,0.0038335638157925523,0.014133418366167622,0,0.41898602736653107,0.581013972633469,0.010559997022922343,0.01157992206196476,0.010391628990369646
191,0.056394359180823625,0.003982563028573799,0.025910498942895457,0,0.41837787529020565,0.5816221247097942,0.010508493673612694,0.011536174154076484,0.01033758853108791
192,0.05659736561065051,0.0011008541808975457,0.024246399110740943,0,0.41706306096628865,0.5829369390337114,0.01045709157100246,0.011492998442366583,0.010284032175382415
193,0.04331149921051992,0.001,0.018587791182148854,0,0.4156740250361064,0.5843259749638936,0.010404969995796423,0.011443425697632027,0.010231026854890754
194,0.05150260609924221,0.007382944372628135,0.025675982366039574,0,0.41462326041309205,0.5853767395869081,0.010354991975666496,0.011398344121926293,0.0101788395780329
195,0.05437731664662486,0.004426293788241437,0.02508204994404444,0,0.41352018384817296,0.5864798161518271,0.010305370124920218,0.01135527549153732,0.010127006682617935
196,0.05497421343197978,0.005649274553382867,0.0259845830803245,0,0.41227235125405365,0.5877276487459463,0.010256486005290463,0.011312975433927815,0.010075762558863426
197,0.056056601678957645,0.008005131165362358,0.027756213171724026,0,0.4110401158435611,0.5889598841564389,0.010208576517231591,0.011271709611492792,0.010025198516268027
198,0.039532588192066405,0.001,0.016792143904263816,0,0.4098386494451807,0.5901613505548193,0.01015869410305908,0.011222921249270032,0.009974825659402359
199,0.06317967579197661,0.0026476097785523155,0.02739842068907154,0,0.4088875952958585,0.5911124047041414,0.010111653999825061,0.011186765000189579,0.009924986580293045
