step,p_poly,p_bs,p_blend,outcome,w_poly,w_bs,brier_blend,brier_poly,brier_bs
12,0.04626497098797478,0.001,0.023100281472207232,0,0.4882424751377496,0.5117575248622503,0.0006057429376102859,0.001990869130105801,3.897501378379569e-05
13,0.033834383463501545,0.001,0.01699310149023599,0,0.48708395904597396,0.512916040954026,0.0005831016919422271,0.0019304331568379056,3.6262512799238856e-05
14,0.04464897813044072,0.005777897061011679,0.02467892390767016,0,0.4862490655430621,0.513750934456938,0.0005848315314954503,0.0019346396962548833,3.60706182424661e-05
15,0.05334363833349945,0.005133157668839889,0.028527429888545817,0,0.4852528308612151,0.5147471691387848,0.0005991429517798532,0.0019915711996549026,3.546303633063508e-05
16,0.028869425432579015,0.00426259078585423,0.016172598612719996,0,0.4840121859578964,0.5159878140421036,0.0005792847161391649,0.0019234460540756282,3.4445780088106504e-05
17,0.03950861086751738,0.005115604291310652,0.02174074635597522,0,0.4833872847907962,0.5166127152092039,0.0005733611236933697,0.0019033062917759218,3.398598159794925e-05
18,0.02218532712238987,0.002418453177898158,0.01195614320745748,0,0.4825087697904362,0.5174912302095638,0.0005507078729935728,0.0018290369469207391,3.2505083396672226e-05
19,0.029525547122580285,0.001,0.014749572047359204,0,0.48200905624261636,0.5179909437573835,0.0005340499731229062,0.0017811729962190878,3.092982922683862e-05
20,0.02289917954649921,0.004500035447359032,0.013355282043393573,0,0.48128578961715734,0.5187142103828427,0.0005171125248055579,0.0017213253499183128,3.0421281122107624e-05
21,0.04217890642710382,0.0020848739268518224,0.021362889768039295,0,0.48082007817662914,0.5191799218233709,0.0005143516400071869,0.001723949658894134,2.923607285705121e-05
22,0.02979064222267556,0.001,0.014813649031352159,0,0.4797964881961717,0.5202035118038283,0.000501529577294878,0.001687581515639583,2.8008417515440288e-05
23,0.04825517230586042,0.006517043214179828,0.02651238902210478,0,0.47906665303573714,0.520933346964263,0.000509920293726734,0.0017142890214157786,2.8611060629608916e-05
24,0.0468810130394907,0.00481580411473347,0.02492279028284713,0,0.4779956330201373,0.5220043669798627,0.0005143693009969758,0.0017336306359035034,2.839429697528391e-05
25,0.04275682866444055,0.006219585609898439,0.023644859095368752,0,0.4769181259641893,0.5230818740358107,0.0005160889187140091,0.0017372658575010734,2.8790025751575135e-05
26,0.01479888347015384,0.002032115175722187,0.008108889209259573,0,0.47598373318859616,0.5240162668114039,0.0004994098507693439,0.0016810340461848555,2.7876672652902e-05
27,0.03853568524984036,0.003025823624490024,0.019916536850434742,0,0.4756626033678068,0.5243373966321931,0.000495740514674536,0.0016740327958809239,2.7208063222674137e-05
28,0.04441798865518713,0.0020028709183395007,0.022139793615217156,0,0.4747581468902523,0.5252418531097478,0.0004955484438693593,0.0016843405517530414,2.640818145346227e-05
29,0.04635970783203969,0.002340074398825853,0.023191086996447032,0,0.4736752892151212,0.5263247107848789,0.0004969577129429398,0.0016998366170370093,2.5710440344748203e-05
30,0.026638370813935275,0.005586223753248204,0.015534424353509681,0,0.47255040407915533,0.5274495959208447,0.0004887112815575197,0.001667893590668742,2.5887713102058083e-05
31,0.03926696068759283,0.00265107615099516,0.019934399965706187,0,0.47201710496536814,0.5279828950346318,0.0004858571884461205,0.001663956109761624,2.5298353466317997e-05
32,0.03325777106332033,0.006068198866460821,0.018876799296157338,0,0.47108502984007805,0.528914970159922,0.00048193222975585645,0.0016470507529840058,2.5647586315305826e-05
33,0.035293953126892805,0.0060192677762546465,0.01978990374123691,0,0.4703939871614053,0.5296060128385947,0.0004792765844714907,0.0016352452345822204,2.5958880381392643e-05
34,0.057730783480632944,0.011075482960640306,0.03298711286118927,0,0.46964931436160046,0.5303506856383996,0.0004966729567699292,0.0016837480382023778,2.8721950165108104e-05
35,0.03530958389601724,0.001,0.01707217946175908,0,0.46844577044330715,0.531554229556693,0.0004909725777367232,0.0016716096681109194,2.79518959938551e-05
36,0.04460973954065375,0.007663707133505134,0.024938772560506934,0,0.4675756583718928,0.5324243416281071,0.0004945123020363981,0.0016802155922669747,2.8783801697484354e-05
37,0.055612678408598085,0.004731536114334743,0.02847426515998841,0,0.4666312109964279,0.5333687890035722,0.0005028352355723173,0.0017173880766751636,2.861547623179408e-05
38,0.037996794807080375,0.004957910809607007,0.020331742140079264,0,0.46532538240843613,0.5346746175915639,0.0005005415048768906,0.0017103718802376304,2.851202503600495e-05
39,0.043659576604990084,0.001,0.020814748802571295,0,0.4644853601349029,0.5355146398650971,0.0004988593114478219,0.0017152665489648645,2.7824224410104824e-05
40,0.046325569718993764,0.0036194185618260346,0.023409449584958594,0,0.46340001350861687,0.5365999864913831,0.0005000579216532583,0.0017257736675215592,2.7465101637314242e-05
41,0.04576538129106074,0.0072295917903318595,0.025045106713169736,0,0.4623108843404106,0.5376891156595893,0.0005030864799537536,0.0017345521545976215,2.8055622966302802e-05
42,0.03029933008298768,0.004752564883948082,0.016537975126205796,0,0.46132690970599965,0.5386730902940003,0.0004977473669612245,0.0017155637185250682,2.7928442733973354e-05
43,0.045913682764524094,0.005243163111233794,0.023979289238643536,0,0.46068076550612663,0.5393192344938734,0.0004995032520846177,0.001724484230944984,2.7918495385724022e-05
44,0.06130588106089845,0.004127849958198373,0.030409376677984747,0,0.4596437864847238,0.5403562135152762,0.0005089527395925943,0.0017696826047607184,2.767673204998345e-05
45,0.02643426386245821,0.008463709240958859,0.01669737782227739,0,0.45817554075198413,0.5418244592480158,0.0005039494719088397,0.0017464019026126605,2.8632332964451037e-05
46,0.055312592256259174,0.004935582298869513,0.027994223872723975,0,0.4577215200615942,0.5422784799384058,0.0005099011122987832,0.001774339795367863,2.854143168071621e-05
47,0.04643224830835897,0.001,0.021736743678318547,0,0.4564322579321535,0.5435677420678465,0.0005091216313287445,0.0017822900846928887,2.796765185403462e-05
48,0.03730235527071334,0.002923782348576526,0.018575580694441783,0,0.4552777214259193,0.5447222785740806,0.0005057732755492949,0.0017743140770204323,2.7571342698275703e-05
49,0.06900499855610907,0.001,0.03190199369740755,0,0.45440768110466406,0.545592318895336,0.0005160125540756977,0.0018340615919945958,2.7039915844310186e-05
50,0.05414711654501654,0.001,0.025057594127756024,0,0.45266038294624733,0.5473396170537528,0.0005182060926912988,0.0018555880358797918,2.6529329259127632e-05
51,0.03060853317473732,0.0034096539506830613,0.015684679350681272,0,0.4513062946043149,0.5486937053956851,0.0005129715364151909,0.001837920617941892,2.6242721774594574e-05
52,0.045894194745257556,0.009000679550308168,0.025625678402926948,0,0.4506211664779151,0.5493788335220849,0.0005156829299471728,0.0018429839480055474,2.727610876691044e-05
53,0.05192027500404222,0.0051413597183917765,0.026177001152105795,0,0.4496821122350128,0.5503178877649872,0.0005188227903058798,0.0018587752629775811,2.7260506377780646e-05
54,0.04273461449579101,0.0014823628777850591,0.019983607725653996,0,0.4484905459025523,0.5515094540974478,0.0005166504591681879,0.0018581838450344227,2.680481352911982e-05
55,0.05319492320634247,0.0021779003953927303,0.02500532387480261,0,0.4474471896174712,0.5525528103825287,0.000518590026363109,0.0018755323452111056,2.6410857039890035e-05
56,0.044201792158207014,0.008391839690750023,0.024368450008260403,0,0.4461500006745176,0.5538499993254824,0.0005199098742480559,0.0018769054344178816,2.7182999432089292e-05
57,0.05300697073001193,0.005472879870195392,0.02663702109262031,0,0.4452413171178636,0.5547586828821365,0.0005231792021522049,0.0018929887708239931,2.7230747960391023e-05
58,0.06226227109987382,0.005143997724686169,0.030506335368836006,0,0.44403193838781746,0.5559680616121825,0.0005300852580078608,0.00192660913746281,2.7217696513461965e-05
59,0.03689205298793216,0.004839614633485826,0.019025150557089525,0,0.44257275427021836,0.5574272457297815,0.0005272831096030619,0.001917182711399503,2.7154432734915102e-05
60,0.047437663324675305,0.005115200784666037,0.023811793740953543,0,0.4417652431876525,0.5582347568123476,0.0005279342311040234,0.0019226441735356629,2.7138217101022198e-05
61,0.03944030908153902,0.007416216940831393,0.02152902534467628,0,0.4406934735834495,0.5593065264165505,0.0005268949520909216,0.0019167231059052058,2.7587605110900462e-05
62,0.04652722093470997,0.006657701892068224,0.0241957165987153,0,0.4398852839907499,0.56011471600925,0.0005278241227200395,0.0019206605532385726,2.7853277958086943e-05
63,0.03075366566579832,0.005647114100073482,0.016665782712769067,0,0.43887622654391695,0.561123773456083,0.0005239166881998707,0.0019054281688424028,2.7916350140917598e-05
64,0.03804838084196792,0.0018713949272299655,0.017725834037963555,0,0.4382465456934247,0.5617534543065753,0.0005206903574943561,0.0018983858783170647,2.754074658449828e-05
65,0.042645648326346035,0.0065333262947291785,0.022326612768710452,0,0.43733788317887795,0.5626621168211221,0.0005203538011341985,0.0018971777789664177,2.7770195158572547e-05
66,0.05578516646520489,0.0029472587660225153,0.026007146265868017,0,0.4364269613234957,0.5635730386765043,0.000522682425847035,0.001915309227004988,2.748536141342813e-05
67,0.05874266408944958,0.008281537027701433,0.030236577234937542,0,0.4350881854138973,0.5649118145861027,0.0005284407813917014,0.0019378885116714724,2.8089751032954036e-05
68,0.02911766649018894,0.0011868475348276151,0.013303378138327557,0,0.43380506038381567,0.5661949396161843,0.0005233471449931453,0.001922090685441942,2.770306778712755e-05
69,0.0354642916081554,0.004587137071173232,0.01796029695487092,0,0.43310855822807093,0.5668914417719291,0.0005204789324462024,0.0019125996182108895,2.7607907197450468e-05
70,0.05276284107088106,0.004977925141126185,0.02563701929821804,0,0.43233505291630697,0.5676649470836931,0.0005224053807004419,0.0019248716996145539,2.756807383848153e-05
71,0.021090962589906066,0.0010260633480675876,0.009676595307432923,0,0.43112760523250526,0.5688723947674947,0.0005164502573121556,0.0019043155468833632,2.7199806229533836e-05
72,0.03944196162057159,0.010165914931569434,0.022773060386238775,0,0.43063005017700495,0.569369949822995,0.0005164798740524724,0.0018995395576997369,2.8242902396196475e-05
73,0.04383255689195893,0.009381220301778655,0.024191645891355057,0,0.4298940782981942,0.5701059217018057,0.0005174090072535567,0.0018998335237265893,2.9050529314497924e-05
74,0.06008417972744184,0.003609248715172748,0.027838506128027848,0,0.42902677309320364,0.5709732269067963,0.0005208433194693792,0.0019226371921238286,2.8836877940810972e-05
75,0.053272846806849065,0.007315163496693567,0.0269665783845863,0,0.4275980308944394,0.5724019691055606,0.00052355849092073,0.001934681389686752,2.9161545559791856e-05
76,0.041073438957333626,0.006136028209010633,0.021034675539095823,1,0.4264382222658081,0.5735617777341918,0.012963163010478168,0.013851635520640362,0.012856907427100061
77,0.04057708927080049,0.001,0.019737972611688446,0,0.4734550457583322,0.5265449542416678,0.012801963325251778,0.013695159426448696,0.012692088101111599
78,0.0419976551937849,0.005751194048832769,0.02287574158443895,0,0.4724474333404279,0.5275525666595721,0.01264653720155287,0.013544129598794613,0.012531847444553065
79,0.06328235280547392,0.004815967760500252,0.03238414971222099,0,0.47152191691883577,0.5284780830811642,0.012501564650940752,0.013424886181017138,0.012375489270814529
80,0.03986370068912559,0.0052496520604235885,0.021518720386913784,0,0.47001344745901424,0.5299865525409858,0.012352941079041361,0.013278765544617321,0.012223045685332319
81,0.04135583533962325,0.0017693752405184625,0.020340623245476936,0,0.46913131304151257,0.5308686869584873,0.012207341077516642,0.013137686758910258,0.01207402233171536
82,0.04923106880742318,0.004191958861338782,0.025275833048639177,0,0.468123686559072,0.531876313440928,0.012067961880634547,0.013008602558633281,0.01192876390023801
83,0.043550754658962534,0.004465223709853106,0.022717051755985544,0,0.4669714751962019,0.533028524803798,0.011930439292061326,0.012876317626165803,0.011786992165982545
84,0.042632589264411325,0.008564282651636954,0.024439250560517427,0,0.4659746693405636,0.5340253306594365,0.011797107970601309,0.012746214332533123,0.011649184575057306
85,0.031631194282187323,0.00600328118117304,0.017922942735720957,0,0.4651046500573693,0.5348953499426308,0.011663667550900224,0.01260963663624457,0.0115141480030792
86,0.04486174238353742,0.004983334909392006,0.023505055389836133,0,0.464454868024818,0.5355451319751819,0.011535952839152855,0.012487831340766895,0.011382086918294601
87,0.03967702532430697,0.009586909993732818,0.02353180084799804,0,0.4634376007225207,0.5365623992774793,0.011411155030198274,0.012363813556651199,0.011253789440168844
88,0.05899353331428267,0.003334256210709056,0.029086161821001547,0,0.46267050077513644,0.5373294992248636,0.011292445477156467,0.012263998089418077,0.011127467280891427
89,0.052837062032413964,0.0038317090853738434,0.026435045050554738,0,0.4612421828612932,0.5387578171387069,0.011174738434152783,0.01215875094536029,0.011003991888820577
90,0.04471027664388081,0.001,0.021106241258614624,0,0.45998888138882055,0.5400111186111795,0.011056834423008984,0.01204710542769229,0.010883079890042328
91,0.053020572279208124,0.009707317538850834,0.029582806065056762,0,0.45887774182176305,0.541122258178237,0.010946163857701087,0.011946714945704491,0.010765809804431
92,0.04092156537944221,0.007892997104583284,0.023012399970372438,0,0.4577674315146722,0.5422325684853279,0.010834157478074157,0.011836261822773303,0.010650718294741344
93,0.057625516301123364,0.00775054413353512,0.030539772457527398,0,0.4569271386742164,0.5430728613257835,0.010728822586836745,0.011745670740924342,0.010538051833460755
94,0.044935205271940476,0.00700669533934081,0.02428873359849737,0,0.45564769852196585,0.544352301478034,0.010622097534131293,0.01164328655073389,0.010427641748683044
95,0.052000588250164965,0.005330445762990954,0.02655051524700218,0,0.4546819090994413,0.5453180909005586,0.01051879370419119,0.011550169619771697,0.010319316456009598
96,0.029509281056118154,0.005646466817546984,0.016468029313847103,0,0.4534906230300556,0.5465093769699444,0.010413148366926143,0.011440073001716823,0.010213260436746835
97,0.04916016058654116,0.004243980229198074,0.024586009479434998,0,0.4528886714854266,0.5471113285145734,0.010313059831162843,0.011347997985259452,0.010109227282986008
98,0.024741550591601498,0.004389198722831159,0.013583277020385316,0,0.45174525071286764,0.5482547492871325,0.010210751200692638,0.011239555019001042,0.01000730847270765
99,0.02057605266072081,0.00516291083514108,0.012117840828392769,0,0.45123376349585326,0.5487662365041468,0.010110112109349135,0.011131393208242,0.00990750194446349
100,0.04134627746746275,0.00953548853469133,0.023877291944669476,0,0.4508471462398484,0.5491528537601517,0.010015656792133905,0.011038107282025904,0.009810308118692516
101,0.034200868708816855,0.006667063705424233,0.019058351447396284,0,0.4500390607271766,0.5499609392728235,0.009921025066327615,0.01094135818534367,0.009714564409082317
102,0.04696863354854667,0.004824619622723413,0.02376175518256332,0,0.4493434249801346,0.5506565750198653,0.009830186191988088,0.010856549392645357,0.009620474239620392
103,0.0719370795178326,0.003261823848669809,0.03404708576366718,0,0.44827298588159264,0.5517270141184074,0.00974681136369011,0.010801918565884873,0.009528071982458846
104,0.03501932182305502,0.003095004537765019,0.017349468611539205,0,0.4465080316797352,0.5534919683202648,0.009656851294141662,0.01071072270240927,0.009437419668845797
105,0.03751267696267313,0.009808115033517468,0.022156143578683785,0,0.44570380057774994,0.5542961994222501,0.00957038000550145,0.010622953629112069,0.009349294946691693
106,0.04746484735277638,0.006520061912681309,0.024740607256339114,0,0.44500282875619573,0.5549971712438043,0.009486657740472582,0.010544728938505622,0.009262315659408082
107,0.05091615949694828,0.005202651674931962,0.025497786519194165,0,0.4439636293780054,0.5560363706219946,0.009404838105073561,0.010471096775166853,0.009176804103158477
108,0.0428831272091309,0.0039614544735418296,0.021196074748130758,0,0.4428026614290396,0.5571973385709603,0.009322676962685073,0.01039190288364454,0.009092757213418911
109,0.0425288360369614,0.0016728397648984143,0.019723812184608697,0,0.44181941616372716,0.5581805838362729,0.009241461979088789,0.010313873783744668,0.009010121224141276
110,0.05342955546144653,0.0047994153275903095,0.026235054753482208,0,0.4407891765660046,0.5592108234339954,0.009164406268447613,0.010246674176655146,0.00892915647786511
111,0.05123889164440678,0.0076209741034106,0.026793432004699375,0,0.4395546367675328,0.5604453632324672,0.00908899092675246,0.010178627300229183,0.008849950431154571
112,0.03259589001511573,0.0038223882594875273,0.016438062768774093,0,0.4384476598097377,0.5615523401902623,0.009010948616848369,0.010097953536916336,0.008771761583551488
113,0.044049824176609895,0.004318272250998317,0.021709812041817236,0,0.4377261634124103,0.5622738365875898,0.008936039558269795,0.01002639593580295,0.008694979880846946
114,0.045423442183937686,0.004336896945683062,0.02228038408355709,0,0.4367241644149557,0.5632758355850443,0.008862651523110152,0.009957151528533685,0.008619534913840604
115,0.032346184535410674,0.005328783103994503,0.017099934952420404,0,0.4356877873065268,0.5643122126934732,0.008788770111491762,0.009880333633063558,0.008545473370871024
116,0.048118069208092355,0.001,0.02149687138975637,0,0.4350108511287663,0.5649891488712337,0.008717602123184547,0.00981567564119391,0.008472443683940503
117,0.034704522273881475,0.004293804944104724,0.01748669751881285,0,0.4338237875694653,0.5661762124305347,0.00864631553392124,0.009742698761745303,0.008400799557474041
118,0.05666480049500451,0.0024368134455377832,0.025920898241140338,0,0.4330620787044961,0.5669379212955039,0.008579303579565831,0.009687809693286425,0.008330254502871472
119,0.04731295095126087,0.0076537550976878135,0.0247742450349315,0,0.43169029448944896,0.568309705510551,0.008512924076544874,0.00962573224024001,0.008261323881740005
120,0.0460716778292286,0.002688203970305418,0.021373030832070095,0,0.430689965550593,0.5693100344494071,0.008446344592002756,0.009563722878733897,0.008193108200408153
121,0.03790765976572471,0.006731140241902084,0.020124566656984675,0,0.42959979560413714,0.5704002043958628,0.008380431916520202,0.009497110319637011,0.008126322954904447
122,0.04357668211346767,0.009573312358180278,0.024154586497988424,0,0.4288185037172915,0.5711814962827085,0.008317041771254906,0.009435336473331167,0.008061000396811787
123,0.02102704448511534,0.004059211216155121,0.01132081668222507,0,0.42796303752900666,0.5720369624709933,0.008251002409312145,0.009362810667899296,0.007996125209706025
124,0.0314231103537233,0.003195271243629599,0.015263869667779172,0,0.4275424121938575,0.5724575878061425,0.008186858275775527,0.00929580747747052,0.007932237886094939
125,0.04935407759026505,0.005574296777378276,0.024261235016154195,0,0.42683946542910367,0.5731605345708962,0.008126554698384525,0.009241363171893658,0.007869530226558966
126,0.01945719549813426,0.004993912917172912,0.0111514867745396,0,0.4257383358790328,0.5742616641209672,0.008063545257116007,0.009171577496970501,0.007807761793013023
127,0.05515930225777396,0.0020191509579808634,0.02462392903399711,0,0.4253803860754958,0.5746196139245042,0.008005285824490657,0.009123694458912642,0.007746795505337852
128,0.024046842295513092,0.006382758247140136,0.013873097545564435,0,0.42404345891426143,0.5759565410857385,0.007944721305196224,0.00905745070825739,0.00768705863787664
129,0.05408086203197121,0.01104654816042622,0.02927611722423434,0,0.42360543073191226,0.5763945692680876,0.007890201072384924,0.009010276007717881,0.007628866080864208
130,0.03485403560544811,0.004225664014202824,0.017166748639210895,0,0.42251951222594897,0.577480487774051,0.007832220127243373,0.008950768586269545,0.007570766769074107
131,0.05434789301210953,0.0043913714118060075,0.02546090504174391,0,0.4217574193518287,0.5782425806481714,0.007777796169351717,0.008905336199061864,0.0075135585673604885
132,0.04657141449101759,0.0018652039292927402,0.020664275253721484,0,0.42050245565933825,0.5794975443406617,0.007722527117490136,0.00885468627762301,0.007457091803588589
133,0.026557980716502134,0.00595726535505964,0.014596921685910941,0,0.41938622903463774,0.5806137709653623,0.0076664863936484525,0.00879387015868357,0.007401706708117859
134,0.05998978499470146,0.001259071325877113,0.025859979840307464,0,0.4188763762203199,0.5811236237796801,0.007614651224490621,0.00875538796716525,0.007346890993691828
135,0.062300485866271335,0.0016792069269455467,0.02698264230331156,0,0.41740187305667936,0.5825981269433206,0.007564014546263988,0.008719549456665312,0.007292890469737502
136,0.044210341127997516,0.008839001815531366,0.023549208850951766,0,0.41587927744189174,0.5841207225581083,0.00751285068269641,0.008670169929701725,0.007240227969616023
137,0.041713004733932156,0.002283640821816065,0.018646700077763874,0,0.41499678494482817,0.5850032150551718,0.007460929296762306,0.008619951124152677,0.007187800339513031
138,0.04308159640835236,0.008244072707994012,0.022667442030259985,0,0.4140182134161737,0.5859817865838264,0.007410950042312184,0.008571289777569508,0.007136578500630309
139,0.03329817212665504,0.00957307401134842,0.01937512070153632,0,0.41315094431006616,0.5868490556899338,0.007360696079882805,0.008517986052493843,0.007086257538097426
140,0.05818304111708301,0.005777979372430226,0.02739837969928299,0,0.4125632068176855,0.5874367931823145,0.007313816470877581,0.008481583784558653,0.007036237165810411
141,0.038485296819237756,0.006660174208552468,0.01974830328697623,0,0.4112514895395696,0.5887485104604304,0.007265057168144038,0.008432284730239683,0.006986998579575748
142,0.04438571504769988,0.010856752831060332,0.02461916101752516,0,0.4104632913342872,0.5895367086657127,0.007218491055703917,0.008387094569191123,0.0069389627089635735
143,0.03548044316156347,0.004409814793802848,0.01713724757191346,0,0.40962907564871776,0.5903709243512822,0.007170402126527787,0.008337592953064386,0.0068909105128354626
144,0.037487122803357635,0.0032209826091751507,0.017231124050351845,0,0.40886254949587986,0.5911374505041201,0.007122998743834757,0.008289783928395487,0.006843458541912243
145,0.02966729818018595,0.001,0.01269675458751043,0,0.40801733438538357,0.5919826656146165,0.0070753152426924325,0.00823903300136067,0.006796592387515584
146,0.06008483176457271,0.005125121241039037,0.027510995234264805,0,0.4073142631208032,0.5926857368791968,0.007032332518992347,0.00820754425310772,0.006750535751326603
147,0.04315094912152784,0.009437432632754917,0.023123202820497943,0,0.40594312350361256,0.5940568764963874,0.006988429478382113,0.008164668983898133,0.006705525814727759
148,0.0565910594247457,0.007878786144202593,0.02761253457405192,0,0.40510834541017976,0.5948916545898202,0.006946644395074871,0.008131366158548581,0.006660938898327614
149,0.04515989516295912,0.002173726275746125,0.019535651800268974,0,0.40389562442926763,0.5961043755707324,0.006902877710382782,0.008090753158365788,0.006616564139578242
150,0.036667157667565266,0.0024338738485022095,0.0162242682997907,0,0.4028358636050336,0.5971641363949665,0.006858906512842921,0.00804607585567077,0.006572785064096998
151,0.041079776879972975,0.0034874863119771066,0.01859944163749723,0,0.40199612998271667,0.5980038700172833,0.00681605804387176,0.008004243436018386,0.006529623073943572
152,0.038277227393965205,0.005876804247486022,0.018871708962617185,0,0.4010720679906695,0.5989279320093306,0.006773836366455408,0.007961504237985384,0.006487171529853504
153,0.045095509190218964,0.004384065718688946,0.020679895144257755,0,0.4002763851142903,0.5997236148857097,0.006732627416434122,0.007923011385460319,0.006445171844803974
154,0.04049679792387653,0.0056433618363292415,0.01955945244665824,0,0.3992745672298591,0.600725432770141,0.0066916593181346315,0.007882475767761136,0.006403795558920178
155,0.04140093940869842,0.005890218134136339,0.020038366623050002,0,0.39841906841381486,0.6015809315861852,0.0066513380156909465,0.007842934498633967,0.006362967989117277
156,0.028457103790369035,0.004103679239964655,0.013785323671808557,0,0.3975475568869488,0.6024524431130512,0.006610183220360027,0.007798137506643532,0.006322546792901909
157,0.03531784886854655,0.004879478175191167,0.01696213403965467,0,0.39695475116547924,0.6030452488345207,0.006570167592327237,0.00775667682906162,0.006282681365777607
158,0.06484869058560516,0.0056197771316481,0.029086944657782273,0,0.39621134607469893,0.603788653925301,0.006534166854951121,0.007734341456996249,0.006243366274766487
159,0.036945201404979394,0.004748090889400469,0.017457679927298936,0,0.39474315658694875,0.6052568434130513,0.006495233128285452,0.007694532747307863,0.006204486137843534
160,0.03235087454851809,0.00651056259498215,0.01669055307831714,0,0.3939577239485293,0.6060422760514707,0.006456620342159829,0.0076532411096479,0.006166212232796699
161,0.049047915990900366,0.010612627319984013,0.025730328981663626,0,0.3933286878919436,0.6066713121080564,0.006420851388378007,0.007620848868619521,0.00612884442801791
162,0.061887266394678384,0.006775916854312489,0.028400707542857992,0,0.39238361732925064,0.6076163826707492,0.006386408129485718,0.007597592334099191,0.0060915258306019505
163,0.0275517083702255,0.005167431639225653,0.013920207978248646,0,0.3910234154182577,0.6089765845817423,0.006348648154245913,0.007555894189587111,0.006054545199621122
164,0.04249773782098475,0.001,0.01720410463674516,0,0.39048163797861285,0.6095183620213872,0.006311965324319283,0.007521046695831438,0.006017857046896146
165,0.03741536935278111,0.006163871258045603,0.018335465000225717,0,0.3894723288235098,0.6105276711764902,0.006275966673430461,0.007484172377566219,0.005981833771365963
166,0.023867766308071164,0.001,0.009888995090673406,0,0.3887128708122245,0.6112871291877755,0.006238971616846466,0.007442768173320533,0.00594602039548952
167,0.053819120511100695,0.001,0.02150241634345379,0,0.3881627741064888,0.6118372258935113,0.0062045869876307565,0.007415707039744747,0.005910633369325892
168,0.04471867297734186,0.007563917757406293,0.021938107108657533,0,0.38687347732918714,0.6131265226708129,0.006170721269026496,0.007383660014141847,0.0058759977449620755
169,0.04585730213151126,0.00711870518040999,0.022070594269866906,0,0.38596878220267755,0.6140312177973225,0.0061372882682170764,0.007352596673816192,0.005841731146247272
170,0.03597226233065293,0.0045501830049533435,0.016648500960577198,0,0.38502601404003345,0.6149739859599666,0.0061030185858546035,0.007317166305297883,0.0058076900527919
171,0.050457409955963,0.001,0.02000484204841676,0,0.3842668280716422,0.6157331719283577,0.006069862627247206,0.007289426676891872,0.005773930226903575
172,0.03852843180615215,0.003885954449327447,0.017156316068597226,0,0.3830661844007951,0.6169338155992049,0.0060364780986564455,0.007255871840941292,0.005740642194620793
173,0.04328516149803887,0.0029637850453519254,0.018375825258243224,0,0.382230012186607,0.6177699878133931,0.00600372633345682,0.0072249392740733045,0.005707700480983863
174,0.031700870493821844,0.006910522238390628,0.016361983841502607,0,0.38125570103845946,0.6187442989615406,0.00597094912306695,0.007189396450736119,0.00567535793719314
175,0.030406766877501653,0.011773191597282592,0.018866239651557294,0,0.3806595324625922,0.6193404675374078,0.005939045633723331,0.0071538008542657025,0.0056438991309612834
176,0.06102638226360027,0.005650791463863965,0.026705192207139492,0,0.3802108553463196,0.6197891446536804,0.00590952089732275,0.007134424687474276,0.005612193098832508
177,0.0389147435455383,0.002662066615903647,0.016396809528328397,0,0.3788614821212643,0.6211385178787356,0.005877831765105815,0.007102851274989674,0.005580703736472031
178,0.048500164276269624,0.001488345409090337,0.01925836844300399,0,0.3779905449759055,0.6220094550240944,0.005847066698010735,0.007076311692083726,0.005549538995888705
