step,p_poly,p_cme,p_blend,outcome,w_poly,w_cme,brier_blend,brier_poly,brier_cme
31,0.32177973791728554,0.2386810153466022,0.2792195032643679,0,0.48783527187537495,0.5121647281246251,0.23154402027709733,0.23823875979722434,0.22945951807596127
32,0.2817184737554688,0.284242651552811,0.28301855680020604,0,0.4849479121058215,0.5150520878941784,0.22695479249576928,0.23342441248382695,0.22495449889068284
33,0.29529302084595205,0.28359023701672864,0.2892665066285256,0,0.4850358422944217,0.5149641577055784,0.2227406842416899,0.2291236347096064,0.22070358488010994
34,0.4448718898708863,0.3510064394752041,0.3964959332480422,0,0.48462446598914566,0.5153755340108542,0.22086835112284836,0.22823184510068317,0.2179179258993371
35,0.29539722597344825,0.21428843816532764,0.25327934489743986,0,0.4807235786133705,0.5192764213866294,0.2165150754403158,0.2243159472121311,0.21314019281133703
36,0.35739826360435833,0.30551609511340183,0.33031599663351296,1,0.47800433639226125,0.5219956636077387,0.22278430757341441,0.22941381327717333,0.22041499555012622
37,0.4307511893906539,0.2664204815244633,0.34561460896263296,0,0.48191922536264514,0.5180807746373548,0.22006496942486123,0.2282594125899178,0.21648249232448413
38,0.31331196538053585,0.2694388107947601,0.2903044574720221,0,0.47559029831027755,0.5244097016897225,0.21658321836340647,0.22492364271967924,0.21279312772033057
39,0.35106384403326724,0.21200544712373556,0.2779255106496359,1,0.47404590438926486,0.5259540956107351,0.22420342710858604,0.22982850501470925,0.2229966849113889
40,0.36883713145995844,0.25159224749101383,0.30864766984062236,1,0.4866346438171335,0.5133653561828665,0.2303928080185425,0.23393918944419667,0.23121906245051482
41,0.3651025419404049,0.29972789053775817,0.3321664767387563,0,0.49619516899917027,0.5038048310008297,0.22753427850069718,0.23154301507960498,0.22785281830565055
42,0.26199553388658453,0.2667008651193078,0.2643776300100927,1,0.4937452847226111,0.506254715277389,0.23482744112229884,0.23882458663597106,0.23505920907102548
43,0.3660912184301606,0.27324217481645063,0.3190446408988163,0,0.4933003539909646,0.5066996460090354,0.23180385116238875,0.23644272739905536,0.23141380173073908
44,0.468705873739323,0.25837133277597835,0.36141088586874615,0,0.4898841275467194,0.5101158724532806,0.22955527287932304,0.2360703378141373,0.22775473381673234
45,0.2362284257497214,0.3161827898794515,0.27768054183019897,1,0.4815528016304478,0.5184471983695522,0.235907232156962,0.2436198308536723,0.23296889127413056
46,0.42875061504172784,0.26914109731826025,0.34484055852558404,0,0.47427911748018253,0.5257208825198175,0.23341803595796784,0.2423476448759061,0.22955331763565284
47,0.36954832205572646,0.18198337310071752,0.2697899824566845,0,0.46813975556290693,0.5318602444370931,0.23007154843038471,0.24014385982295394,0.22546091410334998
48,0.3086823684714223,0.24231709798102039,0.27295534061570415,0,0.46166078143409084,0.5383392185659092,0.22689671311487963,0.23718755257361054,0.2220579888354029
49,0.5200333237073939,0.1912481357167903,0.3422866038402984,0,0.4593834322239136,0.5406165677760864,0.22470198123595256,0.2378524946774615,0.2183483460469978
50,0.42098077696677694,0.1399424633801385,0.26541355120231036,0,0.4464554537810078,0.5535445462189922,0.22167732186195,0.23666371663624758,0.21445100383150573
51,0.2640568878315821,0.24879538600910753,0.2554600722996085,1,0.43669924284163697,0.5633007571583631,0.22807467536345294,0.24252811178455314,0.22117903014399995
52,0.3659612983017171,0.32334239400410897,0.34201647548767256,0,0.4381642792400831,0.561835720759917,0.22597846015857667,0.24047904688021587,0.2189784881367605
53,0.4061351666936148,0.2718847962452237,0.3304935969565478,0,0.43656341889838346,0.5634365811016164,0.22381637788951558,0.23908028256067948,0.21629224469773356
54,0.34489742997194006,0.22309817170380083,0.2756614811383429,1,0.43155689272610054,0.5684431072738996,0.229286376289828,0.2425362661006193,0.22333377571795615
55,0.41463282137561647,0.23237200527190313,0.3129812181058442,0,0.44227395968682265,0.5577260403131773,0.22694121319334926,0.24127526807314223,0.22030990023788705
56,0.35467861438804676,0.3152245292100004,0.3324106692519506,0,0.4355984928910026,0.5644015071089974,0.22489832968175594,0.23924933213333666,0.2181880862655674
57,0.41337980486674625,0.2763050649359386,0.3358147067410858,1,0.43414010367764655,0.5658598963223535,0.22862667061450895,0.24105750318859254,0.2234561254512882
58,0.47508180733249217,0.2719199696624823,0.36213639629694483,0,0.44406187534589364,0.5559381246541063,0.22697440110448233,0.2407972526880792,0.22092196179789766
59,0.30594701991954776,0.2678615284464777,0.28446682205509477,1,0.4360005074467406,0.5639994925532594,0.23172462323173987,0.24481245746258715,0.22617370812674484
60,0.3762510888311687,0.2715360104622139,0.3175344475088516,1,0.4392723355901625,0.5607276644098376,0.2355612561351056,0.2471772156055661,0.23116528314193438
61,0.32293539387692677,0.30221622587775193,0.31148435165806043,0,0.4473213297308856,0.5526786702691144,0.23332676008982717,0.24487253904125772,0.22890995030389985
62,0.37018147289806647,0.29210269189424304,0.32697082103103625,1,0.4465762488669718,0.5534237511330282,0.23681313335417337,0.24728204440696552,0.2332307225026217
63,0.2650244377719888,0.2786281880009798,0.2724733347118201,0,0.45243798111222777,0.5475620188877721,0.2342729549912797,0.24451573047273728,0.23079951851271682
64,0.31365587227978614,0.2282852656963996,0.2669496868153478,0,0.45290085974945526,0.5470991402505446,0.2317650962266571,0.24226748856108893,0.22805051303612237
65,0.3443043221756403,0.2904443505963891,0.3146812089382628,1,0.4499976073364764,0.5500023926635237,0.23536959242598537,0.24511096330891402,0.23222352374164446
66,0.4319011097680326,0.24263011688030026,0.3285991606213975,0,0.4542114057175708,0.5457885942824292,0.2334682165444197,0.24423674846279378,0.22963614836665494
67,0.4516177605963305,0.3137538270360192,0.37539177872646823,0,0.4470926521437477,0.5529073478562523,0.23210719847075797,0.2436444227749004,0.22770681477272986
68,0.25411777660125956,0.21915796713103491,0.23459466794082515,0,0.4415556332747672,0.5584443667252327,0.22954092977156243,0.24104922598663756,0.22510280607395128
69,0.29642861072103605,0.26449516094897646,0.27855949701182425,0,0.4404264544932898,0.5595735455067102,0.2273702792516184,0.2388609502047428,0.22288644727525805
70,0.41175227380587376,0.26970566854834915,0.33211140200222855,0,0.43933280447456224,0.5606671955254379,0.22572137367539685,0.23788459787769442,0.22077172474528414
71,0.20060641726604042,0.21701417797423456,0.20989301103087005,0,0.4340121159743732,0.5659878840256268,0.22319823065323308,0.23513957477728636,0.2183595501438473
72,0.32294641080381065,0.3388788657542592,0.33195586952696343,0,0.43452162575239794,0.5654783742476021,0.2216502370732354,0.23334717490706414,0.2169414588494781
73,0.35221704594639286,0.3284162706903821,0.3387721508149931,0,0.4351068405637622,0.5648931594362379,0.22020586319613514,0.2318702785901471,0.21546734787656865
74,0.46056119818294555,0.2514566495356367,0.34225406198875286,0,0.4342201690038882,0.5657798309961117,0.21883162292615738,0.23160689643923463,0.21343752252615691
75,0.41515231204566044,0.30086884662258095,0.34957531097355654,0,0.42618994944424715,0.5738100505557528,0.21756019233557974,0.23082721940972964,0.21182021384644434
76,0.33382292638222416,0.28514704278680847,0.3056800332859783,1,0.42183087357665666,0.5781691264233433,0.22099551732054312,0.23359299439679737,0.215705857178782
77,0.3305139284720033,0.1654576214661897,0.23571868695184536,0,0.42567937427062963,0.5743206257293704,0.21887459144948876,0.231998718275223,0.21329137470855722
78,0.339984367958566,0.28001592065110364,0.30522070681044805,0,0.42030079635241735,0.5796992036475827,0.2172832634547594,0.23052518222688073,0.21158400181120948
79,0.4818823520364928,0.26754623680667006,0.3571780375033176,0,0.4181833780113982,0.5818166219886017,0.2161619245425089,0.2305462499640975,0.20983396414893699
80,0.3257580045941706,0.27332869413898125,0.29481342874360095,0,0.40978480201417944,0.5902151979858207,0.21456628297738606,0.22901010215660467,0.2081657494685763
81,0.33570556893082165,0.2269250032069129,0.27130473836559077,1,0.4079748516046165,0.5920251483953834,0.2184251915304477,0.23159884592481098,0.21291549582465014
82,0.3882071253828212,0.25922611815118385,0.3130713773451813,1,0.41746657395299025,0.5825334260470096,0.22147875467613445,0.23331802273815483,0.21696164580302016
83,0.3503383643930836,0.26286964946470814,0.30024668848697206,0,0.4273189454408979,0.5726810545591021,0.21991529419126848,0.232001581628958,0.2152013935030997
84,0.3442172617627422,0.31752376868849275,0.3288479684772522,0,0.424230720095737,0.575769279904263,0.21860030233456668,0.23066609858974013,0.21385574585814723
85,0.2708746285479155,0.2833770824156406,0.2780853379574564,1,0.4232564674239459,0.576743532576054,0.22211844741523454,0.2341656068305006,0.21734054423197252
86,0.35907828255691615,0.26977779879189345,0.3074764772442718,0,0.42215536649919255,0.5778446335008074,0.2206520489858473,0.23295608506238022,0.21567892947897283
87,0.32451350216204644,0.33115879991643765,0.32837457535582976,0,0.4189766453682375,0.5810233546317626,0.21936997867623678,0.2315055501535518,0.21447423881173558
88,0.4532902220952178,0.24779008280945414,0.33393930395390364,0,0.4192173369997206,0.5807826630002795,0.2181581301374613,0.2312130386399965,0.21275430270304996
89,0.4122470802160931,0.2544227878049846,0.31936255569896,1,0.4114687726577418,0.5885312273422582,0.22088156569798564,0.23248237704082442,0.2165668702212882
90,0.3580685109592054,0.19732979954643762,0.26535506553349564,0,0.42320400225414945,0.5767959977458506,0.2192280683914615,0.23133656035400813,0.2146149161506041
91,0.4134704818613875,0.3327642338513445,0.3664799795466615,0,0.41775880463581305,0.5822411953641868,0.2183050195546904,0.23068026990853724,0.2134857544025614
92,0.332810435862948,0.30857329472777717,0.31862265220147695,0,0.4146263545545403,0.5853736454454598,0.2170492708981443,0.22939083460005066,0.21221405250811615
93,0.44417010867415574,0.3066739217804683,0.3635644202094227,0,0.4137605537595187,0.5862394462404812,0.2161463966081876,0.22904930535366302,0.21095697635696822
94,0.35956803514626984,0.2967559378578775,0.3224089894780173,1,0.4084094104095541,0.5915905895904459,0.21870411430220882,0.23095566110369192,0.21394218935255965
95,0.4066705883344331,0.2744059435065461,0.3290386768166489,1,0.4130562130280177,0.5869437869719822,0.221115416207477,0.23221695412081397,0.2171978617011645
96,0.256728540374121,0.2786195575672932,0.2693678619275757,0,0.4226252054931028,0.5773747945068972,0.21958390722636315,0.23050244473237902,0.2157590059914514
97,0.38773440391027436,0.2599197363893077,0.3140306949056286,1,0.4233548431164566,0.5766451568835435,0.22214482539274366,0.23197557448159054,0.21914635079343733
98,0.22494367061067666,0.26185598297108215,0.24586751454455089,0,0.4331472997525222,0.5668527002474779,0.22051155275956763,0.23014349448629978,0.21762536296540008
99,0.1971736844048054,0.2721721444685478,0.23959687843291155,0,0.43434579867306605,0.565654201326934,0.21888050387351987,0.22823083415965445,0.21618988609799217
100,0.33564184978308503,0.3304731804625511,0.3327306324693019,0,0.43675690332566586,0.5632430966743341,0.21780950555579615,0.22708652343852728,0.2151307042851906
101,0.28800579139211235,0.29222751607232317,0.29038445349065767,0,0.4365662664609149,0.5634337335390852,0.21650081560749487,0.22567339414869267,0.21385880445052993
102,0.3731242236569778,0.26766159496964553,0.31371844911750024,0,0.4367125561074401,0.5632874438925599,0.21535439278913754,0.22483405717909005,0.21247806585801696
103,0.539580530118884,0.24682431798226417,0.3735559398825181,1,0.43289131586766266,0.5671086841323373,0.2170570636320927,0.22471051901626812,0.21588956145537141
104,0.2934621454870335,0.24460006050353364,0.26669468370839544,1,0.45218338947924436,0.5478166105207556,0.22011115528227784,0.22732466397668258,0.21926803295190375
105,0.31008451308448753,0.3341082004468996,0.3231366146192638,0,0.45669866004009646,0.5433013399599036,0.21901970355044126,0.22608718983779733,0.2182525636750543
106,0.3764323156851759,0.29026749216908415,0.3296946367195367,1,0.45757819654895837,0.5424218034510416,0.22117194258307782,0.22760821289465671,0.22092048581521231
107,0.3994410633129885,0.2727020223324262,0.3315135710078775,1,0.4640365606401513,0.5359634393598487,0.2232617774271849,0.22884027607558244,0.22377272528284314
108,0.3458875147275393,0.25615272631389113,0.29864585023551904,0,0.4735412505320505,0.5264587494679495,0.222031755100907,0.22783842191749815,0.22232172981417522
109,0.34352557357974267,0.2256378635319789,0.2810848713022725,0,0.47033747409147664,0.5296625259085234,0.22073154555339888,0.22683998007918718,0.22076346359276702
110,0.4161970364096435,0.26732553770120415,0.33673318435437827,0,0.4662252160778404,0.5337747839221597,0.21976449773260645,0.22635691695339422,0.21941841385866317
111,0.40159261096271187,0.30494632137880806,0.34945940398757946,0,0.46057725340947786,0.5394227465905221,0.21889268860138097,0.22577584291970185,0.21828960890387572
112,0.27730593343410487,0.2542985101265004,0.26480967815051537,0,0.4568598527302599,0.5431401472697401,0.21757615299997213,0.22445834502410944,0.21693012326979327
113,0.35366549451073265,0.2609102966799776,0.3032143012341908,0,0.45608230636737834,0.5439176936326217,0.21647407194271745,0.22358659885729726,0.21562436940701996
114,0.3628229478929179,0.2611586259424409,0.3071879230406695,0,0.45275762642326506,0.5472423735767349,0.21541224888288546,0.22278706748912694,0.214342451654821
115,0.2756412302360712,0.27438377471992675,0.2749484884402911,0,0.44909240375817844,0.5509075962418216,0.21420694217954678,0.22152147283668663,0.21314369307012043
116,0.38078712805394904,0.20627956485017565,0.2846420975165197,0,0.44904949234114133,0.5509505076588587,0.21306860185047888,0.22086743321322413,0.21168563807699786
117,0.29136348182587646,0.2605840659213964,0.2742167298646868,0,0.4429149658199359,0.5570850341800642,0.21190017992748908,0.21971510478380443,0.2104671500883125
118,0.4377653366333634,0.23582417927383717,0.3250551370713481,0,0.4418661305315213,0.5581338694684788,0.21100741238302675,0.21947916684408944,0.20916585507521893
119,0.3754196730084058,0.30538340130250424,0.33580099079816905,0,0.4343119465781282,0.5656880534218718,0.21018870315834348,0.21882467321106985,0.20819996479785116
120,0.367144518861524,0.23917605293740563,0.29442037873606064,1,0.4317026495528459,0.5682973504471541,0.2125660081069767,0.22032617227549914,0.21126321367079376
121,0.3127177317714981,0.29308186989202784,0.3017657490159322,0,0.44224588547262245,0.5577541145273776,0.21157007826412563,0.21932179692704676,0.21023562161168402
122,0.3505112140897845,0.3309774981090704,0.3396026328750201,0,0.44155115055760347,0.5584488494423965,0.21078763818275587,0.2185375393195317,0.20941700764943083
123,0.2001802965674356,0.257456149548735,0.23220777380728774,0,0.4408205976380807,0.5591794023619193,0.20952258021528636,0.2170983023180341,0.2082627065308101
124,0.2694874023581553,0.24593694991506138,0.25636162792065015,0,0.4426529821785123,0.5573470178214878,0.20837216984772508,0.2159425035797278,0.2070804847452318
125,0.38902718393510033,0.2776572903650437,0.3268683411361458,0,0.4418703223429603,0.5581296776570397,0.20756638209049785,0.21542980235957498,0.20604884257180028
126,0.1897146366542284,0.2699188388956389,0.23480986361084522,1,0.43774483510374546,0.5622551648962546,0.2105423628994487,0.21890328714455776,0.20862340681768762
127,0.42772868171849304,0.23025534610641157,0.3149884665685999,1,0.42908638880055616,0.570913611199444,0.21256344444659392,0.2197516556959882,0.21162249607846945
128,0.2203122819700873,0.2884367766285352,0.2581677356388971,0,0.4443194939117912,0.5556805060882088,0.2114323369681313,0.21842441419126635,0.21062694009423216
129,0.4205390802131414,0.35062064213901634,0.3818446792241258,0,0.4465780121118676,0.5534219878881323,0.2109275140610824,0.21810463498969132,0.20995238543730713
130,0.29236023736965405,0.25967552018937107,0.2741798306679768,0,0.44376429505577547,0.5562357049442246,0.20989123211821245,0.2170921912752268,0.2088644387987446
131,0.4223192867473969,0.2618849521574135,0.3329012141986639,1,0.44265002390382513,0.5573499760961749,0.21167251664775338,0.2179756974508996,0.21140950989763038
132,0.370476096606784,0.22820271905723657,0.292861616517207,0,0.45446940653006324,0.5455305934699367,0.21072586559347756,0.21736875640357703,0.21021151719904005
133,0.23705320477668088,0.2827635380674619,0.26222028349772336,1,0.4494225504560424,0.5505774495439576,0.2132153659254828,0.22009054040311404,0.21248179052087934
134,0.45993189996467637,0.2201209510116949,0.3268520505480558,0,0.44506349690183306,0.5549365030981669,0.21242734294046045,0.2200271834564622,0.21126676416942317
135,0.47533657244180894,0.22572275902594066,0.3345562790580422,0,0.4360076012731709,0.563992398726829,0.21168837647661268,0.22007069576267005,0.21008797005010593
136,0.3547356075199834,0.3211866908737516,0.3354940497115363,1,0.4264626184104118,0.5735373815895883,0.21336633108604453,0.2215035091965382,0.2119178936894988
137,0.33808669822621434,0.23378187762421426,0.27851763148668496,1,0.4288944039621201,0.5711055960378799,0.21559220410770782,0.22307326071732467,0.21463653367042326
138,0.3472106427223491,0.31325430277325356,0.3281255994413077,0,0.43795346289817905,0.5620465371018208,0.21481575953865037,0.2223357209310106,0.2137983446383048
139,0.2819878141777003,0.3309743201513123,0.30958163664856475,0,0.43670564122844946,0.5632943587715505,0.2139659383258743,0.2213155881196799,0.2130536707523142
140,0.4478869407805534,0.2803730582990697,0.3538186330757456,0,0.43844470493240645,0.5615552950675935,0.21333630489882263,0.2211686882870706,0.21210016281662386
141,0.31656864546158503,0.29213565611403297,0.3026890365259468,0,0.43193160942343717,0.5680683905765628,0.2124791524194859,0.22031690673074886,0.21120750844167002
142,0.3559047669846659,0.34809003774747116,0.35145873257261956,0,0.43106993510599123,0.5689300648940087,0.21185708310677306,0.21966202069180943,0.21057785225941383
143,0.2965362877437565,0.26213086391737134,0.27695183260672096,0,0.4307741931661237,0.5692258068338762,0.2109185083461998,0.21874724117276106,0.20959267682579336
144,0.3099141520223842,0.2462797681223354,0.2736173355535413,0,0.4296037103799938,0.5703962896200062,0.20998021826322888,0.21790103110690584,0.20856551163517678
145,0.25778198786790635,0.21587075740868233,0.23378544655591948,0,0.42744364579481,0.5725563542051899,0.20891635125472288,0.21686370591623613,0.20745616007537557
146,0.4605655450971514,0.2716682832138539,0.35215737470817127,0,0.42609983168546023,0.5739001683145398,0.20833878979422377,0.21683144003470145,0.20654695936808976
147,0.34767299414351893,0.3291657684367323,0.3369161266478007,0,0.41877471717580794,0.5812252828241921,0.20769807146044764,0.216183095918634,0.20588346709607933
148,0.4372737294983047,0.30838381525603464,0.36227190573639156,0,0.4180939276525959,0.5819060723474041,0.20718493630759816,0.21601547993602135,0.2051399577700108
149,0.36106596775306077,0.2323163503432817,0.2855008831034732,1,0.4130849771065178,0.5869150228934822,0.2092070966525203,0.21729695472020344,0.20770127929121243
150,0.30444771778376845,0.23578498464669617,0.2648852993225309,0,0.4238152684330439,0.576184731566956,0.20828628291175647,0.2164717325887037,0.20669395001766033
151,0.33386517919981984,0.24983315082636148,0.2852541633338075,0,0.42151799966111214,0.5784820003388879,0.20745130695641117,0.21578090512352885,0.20574475694683247
152,0.315181515959768,0.2816907232998137,0.29571076683396813,0,0.41862381928387365,0.5813761807161264,0.20666695107840546,0.21501984945607241,0.20491864522556674
153,0.36063672793479307,0.26178754291585266,0.3030533441964006,0,0.4174622306966024,0.5825377693033975,0.20592133015860167,0.2144681546513935,0.20403302231907552
154,0.32997865282584354,0.27857815781772327,0.2998564411823663,0,0.41397039778082917,0.5860296022191709,0.20517289503060138,0.21378697888797005,0.20321736275581126
155,0.3360062627246561,0.28186957512181793,0.30418354777279655,0,0.41217838842819793,0.5878216115718021,0.20445081000306958,0.21314026882195863,0.20242398515724425
156,0.2497140252691269,0.25804905653286214,0.25462935413207105,0,0.41028069272755535,0.5897193072724447,0.20356154438512467,0.21217986643720801,0.2015587961790293
157,0.29545232579031033,0.2683930423358823,0.27950225848933474,0,0.41055101005028627,0.5894489899497138,0.20276762013269123,0.21138943738896557,0.20073902421064502
158,0.4923246039040344,0.2782636950886414,0.36595145314686517,1,0.4096392869837157,0.5903607130162842,0.20402076440711814,0.21168091456136953,0.2027526359692391
159,0.3063013426998626,0.26664121185867296,0.28343749017558195,0,0.42350536825423046,0.5764946317457695,0.20324773969730509,0.2109442870487343,0.20192979159356547
160,0.2756724969901206,0.29014083459976203,0.2840330469139517,0,0.4221485460596553,0.5778514539403448,0.20248641691495678,0.21010609474157926,0.20119843701163181
161,0.38698610660600247,0.34483503093312023,0.36264979613955084,0,0.4226408204783175,0.5773591795216826,0.2020483209749883,0.20973357716111315,0.20069049109525539
162,0.47258177596452255,0.29367889139083325,0.36900039965444537,0,0.4210189703933338,0.5789810296066662,0.20164410609136957,0.20981701248511728,0.19998838557472343
163,0.24367805580150334,0.2722324218563421,0.260413308471485,1,0.4139161542637093,0.5860838457362907,0.20374986443402035,0.21202558486798967,0.20199849083217683
164,0.34331825213989836,0.20255525506552344,0.26044131384897196,0,0.4112306500042995,0.5887693499957005,0.20292610572811345,0.21145492933698606,0.20102291592625246
165,0.30943579568520735,0.2855182834406081,0.29524162763984596,1,0.40653660379889545,0.5934633962011046,0.20469573378644848,0.21305386904146761,0.20288714006704406
166,0.21911844205380776,0.19213286352931172,0.20315590285358381,1,0.40847889602462967,0.5915211039753704,0.20727216960303915,0.21542945070912636,0.205580326714483
167,0.4187941367406713,0.21363863655375515,0.29809258524783266,0,0.411658223236189,0.588341776763811,0.20656733043504333,0.21519111188924084,0.2046283096925429
168,0.3581244865156124,0.30418557009875064,0.32599611759570407,0,0.40435642659916826,0.5956435734008317,0.20597387563180325,0.21467668606647655,0.2039649993455829
169,0.3657153475434084,0.2982494024054666,0.3253986791256182,0,0.40241453172621805,0.597585468273782,0.20538511342442026,0.2142006332980196,0.2032884564437572
170,0.2998150822043529,0.2640024400660446,0.2783270026987372,0,0.3999861997718913,0.6000138002281087,0.2046370479683199,0.2134736651706464,0.20250722154268744
171,0.3963827330397533,0.2015995557539114,0.27927706830537247,1,0.39878963693805186,0.6012103630619482,0.2064673066677512,0.2143508752857738,0.20503591949518551
172,0.31685621204101433,0.255146059324366,0.28076224764901514,0,0.41510492515339925,0.5848950748466007,0.20572950396854411,0.21369218733099465,0.20422703852462812
173,0.34856774332025914,0.24285046727135906,0.28651241468030364,1,0.41300673873538435,0.5869932612646157,0.20747280874116933,0.21490294478910882,0.2063480062050107
174,0.2713391366254789,0.2954736298452084,0.28529383126608,1,0.4217945861322938,0.5782054138677062,0.20920613502051302,0.2167089088406779,0.20800520277665913
175,0.2627117791833444,0.3603092212971013,0.3193458332492589,0,0.4197178446551551,0.5802821553448448,0.2085969056238832,0.2158697529888654,0.207560984209472
176,0.4668425484240018,0.27867721951818625,0.35830503556828097,0,0.423180064643852,0.5768199353561481,0.20814371688314706,0.21588146040146514,0.20682708595223423
177,0.31943162363692196,0.23882755487871535,0.27234428613044337,0,0.41581934718792474,0.5841806528120752,0.2073910634747468,0.21524188232156544,0.20598557760963376
178,0.38333442850846416,0.2231779387878712,0.2893390592547241,1,0.41310296312236067,0.5868970368776394,0.20905390095645748,0.21616386301844487,0.2082060632921825
179,0.3572967652186102,0.26775622876926913,0.30592527025850286,1,0.42627666756082533,0.5737233324391746,0.21056882223150902,0.21725777182388942,0.21002814594337152
180,0.3247083837790253,0.26292827225945653,0.2897004772129804,1,0.43334665954825596,0.5666533404517441,0.21219289178863587,0.21857689334385874,0.21186928730188564
181,0.31936312237302245,0.22393923361890114,0.2657860595527546,0,0.43853616196338585,0.5614638380366141,0.2114151408966795,0.21793632142401248,0.2109807130878853
182,0.4104066073156469,0.27465420942768737,0.33374835901091693,0,0.4353083297431083,0.5646916702568918,0.2108685443187877,0.21766581465846235,0.2102400257745982
