step,p_poly,p_cme,p_blend,outcome,w_poly,w_cme,brier_blend,brier_poly,brier_cme
183,0.3358505916372872,0.22396345914756555,0.27209972773349067,0,0.43022166637747244,0.5697783336225275,0.21012490147918908,0.21709586794783547,0.2093700236292653
184,0.3478845081462966,0.31448429086917207,0.3287264568159707,0,0.4264093801734917,0.5735906198265083,0.20957320516530578,0.21657655855897254,0.20877289036209892
185,0.36177772457555835,0.31250602423152624,0.33345576680338523,1,0.4251881389434636,0.5748118610565364,0.21083507618488834,0.21760210218418208,0.21019157356831314
186,0.4541206656201601,0.3133900506118569,0.37373114651371364,0,0.4287702139175373,0.5712297860824628,0.21045454085702506,0.21754126516150357,0.2095927593985494
187,0.41444087797065104,0.2510379811756589,0.32018384290743457,0,0.42316178652895714,0.5768382134710428,0.20988040868895033,0.2172977543964588,0.20881311742298667
188,0.3906080214182394,0.29058082253272355,0.33230874031240104,0,0.4171657133719831,0.582834286628017,0.20935421128259615,0.2169553039837594,0.20815504386214437
189,0.31491428853174064,0.26471721979122576,0.2854724574900942,0,0.413475093658538,0.5865249063414619,0.2086812655599795,0.21633538664237884,0.20742830787578567
190,0.24944250239948276,0.25444751754390077,0.25238664596339694,1,0.41176130761607804,0.5882386923839219,0.21051500619649197,0.21815214669767713,0.2092524973847944
191,0.4359623945388241,0.25643417371431737,0.33027057736625187,0,0.411280206046889,0.588719793953111,0.20998669186356148,0.2180058501495227,0.20850513273929314
192,0.4373157707376701,0.218011389078634,0.3067432783328886,0,0.4046060939731276,0.5953939060268725,0.20938619832438451,0.21786719332665408,0.20767105933529675
193,0.34874332807013275,0.21224545216419516,0.2663945800741654,1,0.39670308091303247,0.6032969190869675,0.21108099581830295,0.21893043074627527,0.2097993385533416
194,0.40335070732828143,0.30177259163504183,0.34328216730205763,1,0.40864683680855546,0.5913531631914445,0.21221021282325256,0.21963330227293879,0.211223554836617
195,0.4225154443108324,0.2623505838432192,0.32892729877157134,0,0.41567616475908936,0.5843238352409106,0.21167951361434392,0.21942353695869513,0.2104970460305265
196,0.42649475621319854,0.27865699404510497,0.3392324954633614,0,0.4097430895185037,0.5902569104814963,0.2111891540831965,0.2192330508679269,0.20982269412341853
197,0.4337106778597177,0.31006841553816483,0.360045598668139,0,0.4042079317507144,0.5957920682492857,0.21077725347227275,0.21907583824783403,0.20924855133650402
198,0.3235505879471094,0.20067470019935704,0.24975883743797292,0,0.39946109963721277,0.6005389003627872,0.21003153600195162,0.2185010098293068,0.208399414572502
199,0.4811978386131774,0.23863479704736426,0.33455971280615937,0,0.39546385607458023,0.6045361439254198,0.20954102932910657,0.21856626157959025,0.20764215033144867
