timestamp,polymarket_probability,bs_probability,polymarket_question,spot,strike,r,sigma
2026-06-21T22:32:40.292999+00:00,0.0015,2.1076529752869194e-40,"Will Bitcoin hit $150k by June 30, 2026?",63627.98046875,150000.0,0.044509997367858885,0.4125
2026-06-21T22:39:01.249212+00:00,0.045,0.0016899778531205903,"Will Bitcoin hit $150k by December 31, 2026?",63536.3984375,150000.0,0.044509997367858885,0.4132
